"ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"14086994","JK120002","01/18/2026 04:53:00 PM","034XX W WALNUT ST","0560","ASSAULT","SIMPLE","APARTMENT","false","true","1123","011","28","27","08A","1153426","1901461","2026","01/26/2026 03:42:39 PM","41,885451837","-87,712048605","POINT (-87.712048605 41.885451837)"
"14087112","JK120027","01/18/2026 04:50:00 PM","078XX S LAFLIN ST","0650","BURGLARY","HOME INVASION","APARTMENT","false","false","0612","006","17","71","05","1167473","1852835","2026","01/26/2026 03:42:39 PM","41,751726277","-87,661860853","POINT (-87.661860853 41.751726277)"
"14086934","JK119988","01/18/2026 04:46:00 PM","071XX S STATE ST","0484","BATTERY","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","CTA BUS","false","false","0323","003","6","69","08B","1177519","1857812","2026","01/26/2026 03:42:39 PM","41,765162688","-87,624896894","POINT (-87.624896894 41.765162688)"
"14086953","JK120008","01/18/2026 04:45:00 PM","037XX N TROY ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1733","017","33","16","07","1154722","1924701","2026","01/26/2026 03:42:39 PM","41,949198496","-87,706665823","POINT (-87.706665823 41.949198496)"
"14087663","JK120967","01/18/2026 04:40:00 PM","059XX S ARCHER AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","VEHICLE NON-COMMERCIAL","false","false","0811","008","23","56","14","1139750","1868625","2026","01/26/2026 03:42:39 PM","41,795605701","-87,763070659","POINT (-87.763070659 41.795605701)"
"14086960","JK119981","01/18/2026 04:40:00 PM","011XX S CLARK ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","0123","001","34","32","06","1175696","1895352","2026","01/26/2026 03:42:39 PM","41,86821682","-87,6304532","POINT (-87.6304532 41.86821682)"
"14087114","JK119986","01/18/2026 04:40:00 PM","0000X E 79TH ST","1330","CRIMINAL TRESPASS","TO LAND","RESTAURANT","false","false","0623","006","6","44","26","1177927","1852645","2026","01/26/2026 03:42:39 PM","41,750974623","-87,623557715","POINT (-87.623557715 41.750974623)"
"14087164","JK119999","01/18/2026 04:39:00 PM","092XX S ELLIS AVE","0560","ASSAULT","SIMPLE","STREET","false","true","0413","004","8","47","08A","1184497","1844016","2026","01/26/2026 03:42:39 PM","41,727144465","-87,599751792","POINT (-87.599751792 41.727144465)"
"14086982","JK120041","01/18/2026 04:30:00 PM","0000X E JACKSON BLVD","1220","DECEPTIVE PRACTICE","THEFT OF LOST / MISLAID PROPERTY","RESTAURANT","false","false","0113","001","34","32","11","1176670","1899009","2026","01/26/2026 03:42:39 PM","41,878229908","-87,626766976","POINT (-87.626766976 41.878229908)"
"14090248","JK124224","01/18/2026 04:30:00 PM","018XX S LOOMIS ST","051A","ASSAULT","AGGRAVATED - HANDGUN","LIBRARY","false","false","1233","012","25","31","04A","1167323","1891383","2026","01/26/2026 03:42:39 PM","41,857509563","-87,661306034","POINT (-87.661306034 41.857509563)"
"14088811","JK121460","01/18/2026 04:30:00 PM","0000X N WELLS ST","0820","THEFT","$500 AND UNDER","BAR OR TAVERN","false","false","0122","001","34","32","06","1174733","1900437","2026","01/26/2026 03:42:39 PM","41,882191965","-87,633836392","POINT (-87.633836392 41.882191965)"
"14086943","JK119973","01/18/2026 04:27:00 PM","025XX E 76TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","0421","004","7","43","14","1194419","1855061","2026","01/26/2026 03:42:39 PM","41,757215086","-87,563044633","POINT (-87.563044633 41.757215086)"
"14087122","JK119989","01/18/2026 04:25:00 PM","070XX S SOUTH SHORE DR","0545","ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","APARTMENT","false","false","0331","003","5","43","08A","1193443","1858795","2026","01/26/2026 03:42:39 PM","41,767485391","-87,566499462","POINT (-87.566499462 41.767485391)"
"14087106","JK119972","01/18/2026 04:22:00 PM","005XX N LAVERGNE AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false","1532","015","37","25","08B","1142944","1902856","2026","01/26/2026 03:42:39 PM","41,889481679","-87,750506095","POINT (-87.750506095 41.889481679)"
"14091060","JK125120","01/18/2026 04:20:00 PM","053XX S WESTERN AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","AIRPORT PARKING LOT","false","false","0923","009","15","63","11","1161283","1869012","2026","01/26/2026 03:42:39 PM","41,796248561","-87,684096904","POINT (-87.684096904 41.796248561)"
"14087086","JK119970","01/18/2026 04:20:00 PM","035XX W 12TH PL","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1021","010","24","29","08B","1152967","1894061","2026","01/26/2026 03:42:39 PM","41,865154549","-87,713930253","POINT (-87.713930253 41.865154549)"
"14087044","JK119979","01/18/2026 04:15:00 PM","050XX W BARRY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","2521","025","31","19","08B","1142255","1920142","2026","01/26/2026 03:42:39 PM","41,936929158","-87,752606595","POINT (-87.752606595 41.936929158)"
"14087151","JK119976","01/18/2026 04:12:00 PM","005XX E 74TH ST","0820","THEFT","$500 AND UNDER","APARTMENT","false","false","0323","003","6","69","06","1181303","1856074","2026","01/26/2026 03:42:39 PM","41,760307076","-87,611081006","POINT (-87.611081006 41.760307076)"
"14087947","JK120522","01/18/2026 04:00:00 PM","010XX N STATE ST","0820","THEFT","$500 AND UNDER","BAR OR TAVERN","false","false","1824","018","2","8","06","1176170","1907551","2026","01/26/2026 03:42:39 PM","41,901680889","-87,628345154","POINT (-87.628345154 41.901680889)"
"14086895","JK119963","01/18/2026 04:00:00 PM","033XX N HALSTED ST","0820","THEFT","$500 AND UNDER","SMALL RETAIL STORE","false","false","1925","019","44","6","06","1170337","1922265","2026","01/26/2026 03:42:39 PM","41,942186378","-87,649339185","POINT (-87.649339185 41.942186378)"
"14088424","JK121952","01/18/2026 04:00:00 PM","007XX W SCHILLER ST","1320","CRIMINAL DAMAGE","TO VEHICLE","OTHER (SPECIFY)","false","false","1822","018","27","8","14","1171154","1909629","2026","01/26/2026 03:42:39 PM","41,907494674","-87,646708258","POINT (-87.646708258 41.907494674)"
